@relation final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}

@data
'jalan klang lama (old klang road)',738000,4,2,Condominium,Built-up,1073,'Partly Furnished'
setapak,480000,4,3,'Serviced Residence',Built-up,1092,Unknown
'jalan kuching',720000,3,2,Condominium,Built-up,1015,'Partly Furnished'
'jalan kuching',875000,4,2,Condominium,Built-up,1590,'Partly Furnished'
'wangsa maju',500000,4,3,Condominium,Built-up,1267,'Partly Furnished'
ampang,2000000,6,6,Bungalow,Built-up,3821,'Partly Furnished'
oug,1700000,7,7,'Terrace/Link House','Land area',4100,'Partly Furnished'
'jalan ipoh',623400,4,4,Condominium,Built-up,1879,Unknown
'bandar menjalara',410000,3,2,Condominium,Built-up,1076,Unknown
'bukit jalil',425000,3,2,Condominium,Built-up,1400,'Fully Furnished'
kepong,1120000,5,4,'Terrace/Link House','Land area',3014,Unknown
'jalan klang lama (old klang road)',1480000,4,4,Condominium,Built-up,2638,'Partly Furnished'
'jalan klang lama (old klang road)',1388000,4,4,Condominium,Built-up,2378,'Partly Furnished'
'bukit jalil',520000,3,2,Condominium,Built-up,1224,'Fully Furnished'
cheras,2000000,5,4,Bungalow,'Land area',6000,'Fully Furnished'
'bukit jalil',500000,3,2,Condominium,Built-up,1250,'Fully Furnished'
cheras,775000,4,3,'Terrace/Link House','Land area',1400,'Fully Furnished'
'kl sentral',1530000,2,1,'Serviced Residence',Built-up,1087,'Fully Furnished'
cheras,777000,4,3,'Terrace/Link House','Land area',1400,'Fully Furnished'
'taman tun dr ismail',1400000,5,2,'Terrace/Link House','Land area',1800,Unknown
setapak,620000,4,2,Condominium,Built-up,1644,'Partly Furnished'
setapak,195000,2,1,Flat,Built-up,588,Unfurnished
klcc,1300000,4,2,Condominium,Built-up,1656,Unknown
'jalan klang lama (old klang road)',428000,3,2,Condominium,Built-up,941,'Partly Furnished'
setapak,205000,2,1,Flat,Built-up,588,Unknown
kepong,620000,3,2,'Terrace/Link House',Built-up,1430,Unknown
cheras,895000,5,4,'Terrace/Link House','Land area',1650,'Partly Furnished'
'mont kiara',650000,3,2,Condominium,Built-up,1054,'Fully Furnished'
cheras,599000,4,3,'Terrace/Link House','Land area',1400,'Partly Furnished'
'kl sentral',1550000,2,1,'Serviced Residence',Built-up,1087,'Fully Furnished'
cheras,490000,3,2,Condominium,'Land area',957,'Partly Furnished'
'mont kiara',1795000,5,6,Condominium,Built-up,2405,'Fully Furnished'
'damansara heights',7800000,7,8,Bungalow,'Land area',8500,'Partly Furnished'
'damansara heights',8000000,6,5,Bungalow,'Land area',11000,'Partly Furnished'
'bukit jalil',1280000,6,4,'Terrace/Link House','Land area',1720,'Partly Furnished'
'jalan klang lama (old klang road)',350000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'jalan klang lama (old klang road)',320000,3,2,Apartment,Built-up,947,'Partly Furnished'
sentul,1280000,7,6,'Terrace/Link House','Land area',1760,'Partly Furnished'
sentul,1280000,7,6,'Terrace/Link House','Land area',1760,'Partly Furnished'
'bukit jalil',1620000,5,5,'Terrace/Link House','Land area',2160,Unknown
'bukit jalil',1450000,5,5,'Terrace/Link House','Land area',1540,Unknown
'bukit jalil',1620000,5,5,'Terrace/Link House','Land area',2160,Unknown
'bandar menjalara',399000,3,1,'Serviced Residence',Built-up,918,Unknown
'bandar menjalara',410000,3,2,'Serviced Residence',Built-up,918,Unknown
kepong,650000,3,2,'Serviced Residence',Built-up,1239,'Partly Furnished'
'mont kiara',553000,2,1,'Serviced Residence',Built-up,484,'Partly Furnished'
'mont kiara',935000,2,1,'Serviced Residence',Built-up,782,'Partly Furnished'
'jalan klang lama (old klang road)',650000,3,2,Condominium,Built-up,1350,'Partly Furnished'
brickfields,890000,2,2,Condominium,Built-up,1200,'Fully Furnished'
'ampang hilir',575000,3,2,Condominium,Built-up,1420,'Partly Furnished'
kepong,2660000,7,6,Bungalow,'Land area',5000,'Partly Furnished'
cheras,650000,4,2,Condominium,Built-up,1450,'Partly Furnished'
dutamas,395000,2,1,'Serviced Residence',Built-up,646,Unknown
'kl sentral',1480000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished'
'bandar menjalara',950000,4,3,'Terrace/Link House','Land area',1760,'Partly Furnished'
kepong,1180000,4,4,'Terrace/Link House','Land area',1650,'Partly Furnished'
'taman melawati',1600000,5,6,'Terrace/Link House','Land area',4000,'Partly Furnished'
'taman melawati',1600000,5,5,'Terrace/Link House','Land area',4000,'Partly Furnished'
kepong,350000,3,3,'Terrace/Link House','Land area',770,Unfurnished
'jalan klang lama (old klang road)',1180000,3,3,Condominium,Built-up,1707,'Partly Furnished'
'taman desa',745000,3,2,Condominium,Built-up,1120,'Partly Furnished'
'bukit jalil',1060000,5,3,Condominium,Built-up,1513,'Partly Furnished'
'bukit jalil',1020000,5,4,Condominium,Built-up,1513,'Partly Furnished'
sentul,888000,4,4,Condominium,Built-up,1381,'Partly Furnished'
'bukit jalil',1060000,5,3,Condominium,Built-up,1772,'Partly Furnished'
'bukit jalil',950000,5,3,Condominium,Built-up,1513,Unknown
'bukit jalil',930000,5,3,Condominium,Built-up,1513,'Partly Furnished'
bangsar,4250000,6,6,Condominium,Built-up,5272,'Partly Furnished'
klcc,3550000,5,6,Condominium,Built-up,3385,'Partly Furnished'
kepong,938000,4,3,'Terrace/Link House','Land area',1470,'Partly Furnished'
'kuchai lama',700000,3,3,'Terrace/Link House','Land area',960,'Partly Furnished'
segambut,680000,3,2,Condominium,Built-up,1021,'Partly Furnished'
ampang,950000,5,4,'Terrace/Link House','Land area',2900,'Partly Furnished'
'mont kiara',748000,3,3,Condominium,Built-up,1268,'Partly Furnished'
'mont kiara',750000,4,3,Condominium,Built-up,1238,'Fully Furnished'
setapak,830000,4,4,Condominium,Built-up,1440,Unfurnished
setapak,950000,4,4,Condominium,Built-up,1610,Unfurnished
setapak,615000,4,3,'Terrace/Link House','Land area',880,Unknown
'wangsa maju',460000,3,2,Condominium,Built-up,1150,Unfurnished
'bukit jalil',1300000,6,4,Condominium,Built-up,1930,'Partly Furnished'
'bukit jalil',1300000,4,2,Condominium,Built-up,1420,'Fully Furnished'
'bukit jalil',1200000,4,3,Condominium,Built-up,1440,'Fully Furnished'
setapak,840000,3,3,Condominium,Built-up,1477,'Partly Furnished'
kepong,1220000,5,2,'Terrace/Link House','Land area',3002,'Partly Furnished'
kepong,560000,3,2,Condominium,Built-up,1074,'Partly Furnished'
'jalan ipoh',829000,4,3,'Terrace/Link House','Land area',1400,'Partly Furnished'
'jalan kuching',318000,3,2,Condominium,Built-up,1024,Unfurnished
kepong,850000,4,2,'Terrace/Link House','Land area',1958,'Partly Furnished'
kepong,420000,3,2,'Terrace/Link House','Land area',880,Unfurnished
kepong,818000,4,3,'Terrace/Link House','Land area',1870,'Partly Furnished'
kepong,1250000,4,3,'Terrace/Link House','Land area',2800,'Partly Furnished'
kepong,498000,3,2,'Terrace/Link House','Land area',1430,'Partly Furnished'
sentul,580000,3,2,'Serviced Residence','Land area',948,Unknown
'bukit jalil',645000,4,2,Condominium,Built-up,1454,'Partly Furnished'
'jalan klang lama (old klang road)',494100,3,2,Condominium,Built-up,708,Unknown
'taman tun dr ismail',1390000,4,3,Condominium,'Land area',2000,'Partly Furnished'
'sri petaling',810000,3,3,Condominium,Built-up,1690,'Partly Furnished'
dutamas,828000,2,1,'Serviced Residence',Built-up,721,'Partly Furnished'
dutamas,1220000,3,2,'Serviced Residence',Built-up,1080,'Partly Furnished'
dutamas,1220000,2,2,'Serviced Residence',Built-up,1022,'Partly Furnished'
dutamas,1568000,3,2,'Serviced Residence',Built-up,1423,'Partly Furnished'
'mont kiara',1500000,4,3,Condominium,Built-up,2163,'Fully Furnished'
'kl sentral',1280000,3,2,'Serviced Residence',Built-up,1138,'Partly Furnished'
'mont kiara',1600000,4,3,Condominium,Built-up,2002,'Partly Furnished'
'taman desa',758000,3,2,Condominium,Built-up,1680,'Partly Furnished'
cheras,1300000,5,4,'Terrace/Link House',Built-up,2395,Unfurnished
'bukit jalil',1390000,5,5,'Terrace/Link House','Land area',1584,Unfurnished
'batu caves',437400,3,2,'Serviced Residence',Built-up,1125,Unknown
cheras,650000,4,2,Condominium,Built-up,1475,'Partly Furnished'
'jalan klang lama (old klang road)',488000,3,3,Condominium,Built-up,1250,Unknown
dutamas,1200000,5,3,Condominium,Built-up,1900,'Partly Furnished'
'jalan ipoh',1720000,4,4,'Semi-detached House',Built-up,3150,'Partly Furnished'
'bandar menjalara',590000,3,2,'Terrace/Link House',Built-up,880,Unknown
'bukit jalil',3000000,7,4,'Semi-detached House','Land area',3600,Unfurnished
kepong,1300000,6,4,'Terrace/Link House','Land area',1650,Unknown
kepong,568000,4,2,'Serviced Residence','Land area',1162,'Partly Furnished'
kepong,455000,3,2,'Serviced Residence','Land area',1250,'Fully Furnished'
kepong,1100000,5,5,'Terrace/Link House','Land area',1540,Unknown
'jalan kuching',578000,3,2,Condominium,'Land area',1009,Unknown
kepong,578000,3,2,'Serviced Residence','Land area',1027,'Partly Furnished'
kepong,1880000,6,5,'Terrace/Link House','Land area',2400,'Partly Furnished'
kepong,588000,4,2,'Serviced Residence',Built-up,1162,Unfurnished
kepong,650000,4,2,'Serviced Residence','Land area',1162,'Partly Furnished'
kepong,688000,4,2,'Serviced Residence','Land area',1162,'Partly Furnished'
kepong,588000,3,2,'Serviced Residence','Land area',1027,Unfurnished
kepong,390000,3,2,'Serviced Residence','Land area',1027,Unknown
'jalan kuching',599000,3,2,Condominium,'Land area',1009,Unknown
kepong,1880000,6,5,'Terrace/Link House','Land area',3000,'Fully Furnished'
segambut,338000,3,2,Apartment,Built-up,900,'Partly Furnished'
kepong,1190000,7,5,'Terrace/Link House','Land area',1650,Unfurnished
seputeh,634858,2,2,Condominium,Built-up,667,'Partly Furnished'
seputeh,634858,2,2,Condominium,Built-up,667,'Partly Furnished'
kepong,2900000,5,5,'Semi-detached House','Land area',4500,'Fully Furnished'
kepong,3600000,4,3,'Semi-detached House','Land area',4050,'Partly Furnished'
kepong,499000,4,2,'Serviced Residence',Built-up,1137,'Partly Furnished'
kepong,558000,4,2,'Terrace/Link House','Land area',1400,'Partly Furnished'
kepong,750000,4,2,'Serviced Residence','Land area',1930,'Partly Furnished'
segambut,990000,4,3,'Terrace/Link House','Land area',2200,'Partly Furnished'
kepong,160000,3,2,'Serviced Residence','Land area',650,Unknown
kepong,950000,4,3,'Terrace/Link House',Built-up,1650,'Partly Furnished'
'ampang hilir',6600000,6,6,Condominium,Built-up,7128,'Partly Furnished'
sentul,360000,2,2,'Serviced Residence',Built-up,794,'Partly Furnished'
setapak,300000,3,2,Condominium,Built-up,800,Unfurnished
'mont kiara',1158000,4,4,Condominium,Built-up,1927,'Fully Furnished'
cheras,270000,3,2,Condominium,Built-up,755,Unfurnished
cheras,320000,3,2,Condominium,Built-up,903,'Partly Furnished'
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished'
klcc,2100000,5,5,Condominium,Built-up,3412,Unknown
'taman tun dr ismail',930000,3,2,Condominium,Built-up,1356,'Partly Furnished'
brickfields,220000,3,2,Flat,Built-up,997,Unknown
setapak,950000,4,3,Condominium,Built-up,1558,'Partly Furnished'
setapak,770000,3,2,Condominium,Built-up,1368,'Partly Furnished'
setapak,1050000,4,4,Condominium,Built-up,1746,'Partly Furnished'
'desa parkcity',8100000,6,6,Bungalow,Built-up,7000,Unknown
'mont kiara',1240000,2,2,'Serviced Residence',Built-up,1029,'Partly Furnished'
'mont kiara',2990000,4,6,'Serviced Residence',Built-up,4213,'Partly Furnished'
'desa parkcity',4150000,6,5,'Terrace/Link House','Land area',3585,Unfurnished
'bandar menjalara',410000,4,2,Condominium,Built-up,1049,'Partly Furnished'
cheras,499000,2,2,'Serviced Residence',Built-up,719,'Fully Furnished'
kepong,420000,4,2,Condominium,Built-up,932,Unfurnished
bangsar,980000,2,2,Condominium,Built-up,1100,'Fully Furnished'
klcc,1450000,4,2,'Serviced Residence',Built-up,1506,Unfurnished
klcc,1143000,3,2,'Serviced Residence',Built-up,818,'Partly Furnished'
klcc,1150000,3,2,'Serviced Residence',Built-up,819,'Partly Furnished'
'mont kiara',620000,3,2,Condominium,Built-up,1426,'Partly Furnished'
'jalan ipoh',600000,3,3,Condominium,Built-up,1276,'Partly Furnished'
sentul,1300000,3,2,Condominium,Built-up,1700,'Fully Furnished'
'kuchai lama',540000,3,2,Condominium,Built-up,1120,'Partly Furnished'
'mont kiara',2300000,4,5,Condominium,Built-up,3732,'Partly Furnished'
'kuchai lama',565000,3,2,Condominium,Built-up,1120,'Partly Furnished'
ampang,9500000,7,9,Bungalow,Built-up,9276,Unfurnished
'jalan ipoh',490000,2,1,Condominium,Built-up,698,'Fully Furnished'
'sri hartamas',500000,1,1,'Serviced Residence',Built-up,595,'Fully Furnished'
ampang,1550000,6,5,'Terrace/Link House','Land area',1920,'Partly Furnished'
setapak,340000,3,2,Apartment,Built-up,900,'Partly Furnished'
'jalan ipoh',660000,4,2,Condominium,Built-up,1411,Unknown
'sri hartamas',2000000,4,4,'Terrace/Link House','Land area',1650,'Fully Furnished'
'bukit jalil',900000,4,3,Condominium,Built-up,1513,'Partly Furnished'
kepong,398000,3,2,Condominium,Built-up,901,Unfurnished
'mont kiara',2405000,4,5,Condominium,Built-up,3995,'Partly Furnished'
'mont kiara',2400000,4,5,Condominium,Built-up,3995,'Partly Furnished'
'mont kiara',2700000,6,7,Condominium,Built-up,3995,'Fully Furnished'
'city centre',690000,3,2,Condominium,Built-up,1044,'Fully Furnished'
'kl city',550000,3,2,Condominium,Built-up,1100,'Partly Furnished'
'kl eco city',1750000,2,2,Condominium,Built-up,1119,'Partly Furnished'
'jalan klang lama (old klang road)',770000,4,2,'Serviced Residence',Built-up,1133,Unfurnished
'damansara heights',7800000,5,6,Bungalow,'Land area',12000,'Partly Furnished'
'country heights damansara',3950000,1,1,Bungalow,'Land area',10400,Unfurnished
cheras,450800,3,2,Condominium,Built-up,850,'Partly Furnished'
cheras,8080000,5,6,Bungalow,'Land area',13500,'Partly Furnished'
cheras,2060000,5,5,'Semi-detached House','Land area',2800,'Partly Furnished'
cheras,2000000,6,3,Bungalow,'Land area',4500,'Partly Furnished'
'wangsa maju',210000,2,1,Flat,Built-up,650,'Partly Furnished'
cheras,330000,3,2,Apartment,Built-up,817,'Partly Furnished'
cheras,4280000,8,9,Bungalow,'Land area',7000,'Partly Furnished'
cheras,410000,3,2,Condominium,Built-up,920,'Partly Furnished'
'jalan klang lama (old klang road)',548000,3,2,Condominium,Built-up,1215,'Partly Furnished'
bangsar,7500000,6,6,Bungalow,'Land area',8000,'Partly Furnished'
'kuchai lama',565000,3,2,Condominium,Built-up,1130,'Fully Furnished'
segambut,500000,3,2,Condominium,Built-up,1215,'Partly Furnished'
'wangsa maju',848000,5,3,Condominium,Built-up,2330,'Partly Furnished'
'mont kiara',1880000,4,4,Condominium,Built-up,2347,'Partly Furnished'
segambut,880000,3,2,Condominium,Built-up,1319,'Fully Furnished'
segambut,890000,3,2,Condominium,Built-up,1319,'Fully Furnished'
segambut,1150000,4,3,Condominium,Built-up,1788,'Partly Furnished'
dutamas,1320000,5,4,Condominium,Built-up,2070,'Partly Furnished'
segambut,1200000,4,3,Condominium,Built-up,1788,'Partly Furnished'
segambut,1250000,4,3,Condominium,Built-up,1856,'Partly Furnished'
dutamas,1000000,4,3,Condominium,Built-up,1799,'Partly Furnished'
dutamas,1200000,5,4,Condominium,Built-up,2070,'Partly Furnished'
'mont kiara',2800000,5,6,Condominium,Built-up,3541,'Partly Furnished'
dutamas,950000,5,4,Condominium,Built-up,2850,'Partly Furnished'
'mont kiara',700000,3,2,'Serviced Residence',Built-up,1141,'Fully Furnished'
oug,1880000,5,5,'Semi-detached House','Land area',3800,'Partly Furnished'
bangsar,1000000,2,2,'Serviced Residence',Built-up,1223,'Fully Furnished'
titiwangsa,618000,3,2,'Serviced Residence',Built-up,1043,Unknown
'mont kiara',2080000,4,5,Condominium,Built-up,2535,Unknown
'mont kiara',840000,2,2,'Serviced Residence',Built-up,861,'Fully Furnished'
'jalan kuching',620000,3,2,Condominium,Built-up,1010,'Partly Furnished'
cheras,280000,3,2,Condominium,Built-up,755,'Partly Furnished'
kepong,338000,3,2,Condominium,Built-up,853,'Partly Furnished'
bangsar,1700000,4,2,'Terrace/Link House','Land area',1875,Unknown
bangsar,3800000,5,3,'Terrace/Link House','Land area',5305,Unknown
bangsar,3500000,5,3,'Terrace/Link House','Land area',2160,'Fully Furnished'
'jalan klang lama (old klang road)',1950000,5,6,Bungalow,'Land area',5000,'Partly Furnished'
'jalan klang lama (old klang road)',348000,3,2,Apartment,Built-up,949,'Partly Furnished'
oug,3800000,6,5,Bungalow,'Land area',4900,Unfurnished
'jalan klang lama (old klang road)',330000,3,2,Apartment,Built-up,949,'Partly Furnished'
'jalan klang lama (old klang road)',400000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
'taman desa',650000,3,2,Condominium,Built-up,1110,'Fully Furnished'
'jalan klang lama (old klang road)',2600000,6,6,Bungalow,'Land area',10230,Unfurnished
'bukit bintang',835000,2,2,'Serviced Residence',Built-up,837,'Partly Furnished'
'bandar menjalara',399000,4,2,Condominium,'Land area',1076,'Partly Furnished'
klcc,3480000,1,1,'Serviced Residence','Land area',3438,'Fully Furnished'
seputeh,488000,2,1,Condominium,Built-up,800,Unknown
'damansara heights',12500000,6,6,Bungalow,'Land area',8000,'Fully Furnished'
'damansara heights',1343400,4,2,Condominium,Built-up,1410,Unknown
cheras,1280000,5,3,'Terrace/Link House','Land area',3200,'Partly Furnished'
cheras,1050000,4,4,Condominium,Built-up,1675,'Partly Furnished'
'bandar menjalara',618000,3,2,'Terrace/Link House','Land area',880,'Partly Furnished'
klcc,1100000,3,2,'Serviced Residence',Built-up,833,'Fully Furnished'
'desa parkcity',1630000,4,4,Condominium,Built-up,2066,'Fully Furnished'
'desa parkcity',1100000,3,3,Condominium,Built-up,1378,'Fully Furnished'
'desa parkcity',1100000,3,3,Condominium,Built-up,1378,'Fully Furnished'
'mont kiara',1200000,4,3,Condominium,Built-up,2208,'Fully Furnished'
klcc,2450000,2,2,'Serviced Residence',Built-up,1006,'Fully Furnished'
'bukit jalil',580000,3,2,Condominium,Built-up,1100,Unfurnished
'bukit jalil',560000,3,2,Condominium,Built-up,1100,Unfurnished
'bangsar south',680000,2,1,'Serviced Residence',Built-up,861,'Fully Furnished'
klcc,2200000,2,2,'Serviced Residence',Built-up,1076,'Fully Furnished'
klcc,4000000,3,3,'Serviced Residence',Built-up,1768,'Fully Furnished'
'jalan klang lama (old klang road)',760000,4,3,Condominium,Built-up,1406,'Partly Furnished'
'ampang hilir',5143000,4,4,Condominium,Built-up,3830,Unfurnished
'kl city',1150000,1,1,Condominium,Built-up,510,'Fully Furnished'
'kuchai lama',500000,3,2,'Serviced Residence',Built-up,935,'Fully Furnished'
'bukit bintang',2200000,2,2,'Serviced Residence',Built-up,1098,'Fully Furnished'
'desa pandan',1300000,2,2,'Serviced Residence',Built-up,1410,'Partly Furnished'
'kl sentral',5250000,3,4,'Serviced Residence',Built-up,2408,'Partly Furnished'
'mont kiara',1650000,4,4,Condominium,Built-up,1668,'Partly Furnished'
klcc,1630000,4,3,Condominium,Built-up,2195,'Fully Furnished'
'kl city',738000,1,1,Condominium,Built-up,775,'Fully Furnished'
'sri hartamas',3600000,5,6,'Terrace/Link House',Built-up,5540,Unknown
setapak,890000,4,3,Condominium,Built-up,1558,Unknown
'jalan klang lama (old klang road)',399000,3,2,'Serviced Residence',Built-up,852,'Partly Furnished'
'bukit jalil',1490000,5,5,'Terrace/Link House','Land area',1540,Unfurnished
cheras,950000,4,3,Condominium,Built-up,1527,Unfurnished
'jalan ipoh',1800000,6,5,'Semi-detached House','Land area',3056,'Partly Furnished'
'taman desa',530000,4,2,Condominium,Built-up,1210,'Partly Furnished'
'bukit jalil',577000,3,2,Condominium,'Land area',1100,Unknown
dutamas,2010000,4,4,Condominium,'Land area',3000,Unknown
'ampang hilir',1236000,6,3,Condominium,Built-up,1818,Unknown
klcc,1551000,3,3,Condominium,Built-up,1551,'Fully Furnished'
'bukit jalil',597000,3,2,Condominium,'Land area',1500,Unknown
'sri hartamas',480000,1,1,'Serviced Residence',Built-up,595,Unfurnished
kepong,413000,3,2,Condominium,Built-up,901,Unfurnished
kepong,485000,3,2,Condominium,Built-up,1027,Unknown
kepong,388000,3,2,Condominium,Built-up,901,Unknown
kepong,408000,4,2,Condominium,Built-up,932,Unknown
klcc,1160000,3,2,'Serviced Residence',Built-up,897,'Fully Furnished'
klcc,1111800,2,1,'Serviced Residence',Built-up,654,'Fully Furnished'
